gene	foldChange	pValue	passFilter
POLR3D	-0.0729364	0.0520505	
SSB	0.0927982	0.190049	
TFAP2A	0.206612	0.563192	
ITGB1	-0.867446	0.223589	
FYN	-0.639116	0.971378	
RB1	0.462795	1.0906	
PTMA	0.326776	0.102379	
CDK1	0.0602226	0.0910289	
ENO1	-0.0159671	0.0513268	
PYGL	-0.155936	0.243155	
GPI	-0.454737	0.383914	
HIST2H2BE	0.234142	0.35143	
LDHB	-0.378393	0.736208	
NEFL	0.724218	0.372111	
NEFM	-0.0779591	0.0952418	
CTSD	0.269648	1.06297	
ANXA2	-0.161697	0.19323	
CAPN1	-0.0369492	0.133767	
TUBB	0.28006	0.602068	
PFN1	-0.196271	0.219072	
BPGM	-0.496057	0.192995	
APRT	-0.0945059	0.0277548	
HSP90AA1	-0.039608	0.118728	
YES1	-0.30426	0.103695	
LYN	-0.452096	0.858074	
FH	0.125905	0.0540968	
HSPA1A	-0.071921	0.217779	
ANXA6	0.148369	0.855941	
ABCB1	-0.285743	0.282117	
SLC3A2	-0.0805289	0.0933287	
PFKM	-0.264344	0.742569	
HSP90AB1	-0.103879	0.396491	
SRPR	-0.28001	0.122548	
ASNS	-0.19237	0.181276	
SNRPB2	-0.893976	0.439569	
VIM	0.212701	0.248624	
GNAI3	0.0533301	0.248506	
ANXA5	-0.146677	0.546191	
RPSA	0.23163	0.437838	
SNRPA	0.0697142	0.12885	
ENO2	-0.180786	0.563714	
HMGB1	-0.0647945	0.0508421	
CLTB	-0.709771	0.590211	
ANXA4	0.0412432	0.16886	
CNP	-0.098437	0.192546	
HNRNPA1	0.33248	0.579737	
PARP1	-0.175747	1.04279	
UCHL1	-0.0178089	0.00371619	
LTA4H	-0.0463378	0.0548824	
ALDOC	-0.730364	0.532386	
H2AFV	0.190893	0.0917442	
FBXO45	0.978088	1.11531	
SET	-0.072073	0.108876	
TROVE2	-0.232038	0.495274	
ARAF	-0.679225	0.590193	
PTPRF	-0.414143	0.560275	
PRKAR1A	0.0446275	0.0351859	
HSPD1	-0.407636	0.67264	
CLU	0.22927	0.161063	
HSPA5	0.0881138	0.215382	
HSPA8	0.151882	0.288634	
EPB41	-0.31859	0.398938	
UMPS	-0.440244	0.353608	
PYGB	0.228697	0.221503	
RALA	0.300611	0.117336	
LAMP1	-0.434286	0.291219	
TOP1	0.0094382	0.00695427	
TOP2A	-0.0248369	0.0862544	
G6PD	-0.0903956	0.0957265	
MTHFD1	0.0037384	0.00526434	
IGF2R	-0.0144552	0.0350912	
CDK4	-0.597008	0.331997	
PABPC1	0.0770734	0.608411	
PCNA	-0.150192	0.9164	
HARS	0.478882	1.23174	
SLC25A6	-0.991492	0.357865	
IMPDH2	-0.260663	0.587222	
TPR	-0.34079	0.658786	
PIP	-0.170219	0.311635	
CKB	-0.108618	0.398685	
SKIL	0.474363	0.247834	
ACTN1	0.110999	0.240597	
MYH7	-0.631739	0.19179	
XRCC6	0.154376	0.459982	
XRCC5	-0.00316556	0.00562838	
RNH1	-0.0459538	0.029346	
EEF2	0.0385501	0.0975487	
PDIA4	0.266975	0.686902	
TPT1	0.0266291	0.0062222	
PLS3	0.174296	0.361309	
APEH	-0.672546	0.81249	
GYS1	-0.0476367	0.240863	
PRKAR2A	-0.0185057	0.0204165	
MIF	-0.35405	0.263357	
PRKCSH	-0.313979	0.532625	
FDPS	-0.446007	0.777327	
TRIM27	-0.323142	0.88832	
PKM	-0.284823	0.446322	
CCNB1	0.175378	0.053022	
IDE	0.107354	0.0999103	
HNRNPL	0.612934	0.755055	
DARS	0.138449	0.117812	
JUP	-0.156641	0.0956906	
GLUL	0.561728	0.674022	
AKR1B1	-0.385843	0.657594	
GSPT1	-0.514886	0.311023	
IFNGR1	-0.838326	0.614884	
UCHL3	-0.472327	0.182936	
NME1	-0.23405	0.624941	
RPS2	-0.0994263	0.0915292	
DSP	-0.484088	1.12991	
RPA2	-0.168459	0.258442	
CBR1	-0.199553	1.17347	
GCFC2	-0.532327	0.325676	
HIST1H1C	0.552038	0.296965	
POR	0.234715	0.670853	
STMN1	0.129538	0.688288	
ZNF24	-0.314255	0.199647	
HSPA6	-0.928289	0.810166	
UBTF	-0.171653	0.282238	
PRKACA	0.321648	0.413513	
CTPS1	0.471414	0.258489	
DDX5	0.0732193	0.0768214	
PFKL	-0.296944	0.746677	
GM2A	0.402994	0.104712	
PSMC3	0.087218	0.185792	
TCP1	-0.337644	0.724665	
PTPN1	0.316811	0.459043	
ERCC2	-0.291364	0.0923129	
RPL7	0.852986	1.1074	
VCL	-0.383771	1.27381	
PTPRA	-0.393056	0.114169	
SON	-0.21624	0.0862246	
PGAM1	0.0331669	0.0461866	
RCC1	0.222122	0.065038	
ATF4	-0.331278	0.190056	
LIG1	-0.820373	0.365826	
CDH2	-0.154192	0.0574387	
NCL	-0.335828	0.518054	
HK1	0.49391	1.16462	
POLR2C	0.15999	0.300574	
POLR2E	0.741587	0.272	
EIF2AK2	0.494994	1.25872	
ATP2B1	-0.0191212	0.0501256	
EIF2S2	-0.31807	0.403651	
RAB5A	-0.864625	1.0456	
MSH3	-0.43722	0.498613	
LMNB1	0.209941	0.331551	
MAK	-0.881249	0.306528	
IMPDH1	-0.123798	0.201769	
GSTM3	0.553102	0.947363	
ATP6V1B2	0.449697	0.442919	
ATP6V1C1	-0.162694	0.415004	
FLNA	-0.239258	0.368136	
SYT1	-0.280193	0.913848	
VDAC1	0.982648	0.426491	
FGFR3	0.788969	0.84774	
OSBP	0.0259158	0.0364787	
PCMT1	-0.103228	0.0677517	
FBL	-0.275288	0.184443	
GART	-0.186486	0.629495	
PAICS	-0.24222	0.390793	
UBA1	0.217926	0.0959354	
PRKACG	0.737482	0.468583	
PRKACB	-0.147322	0.117037	
TCEA1	0.276923	0.980149	
SFPQ	0.0919628	0.148746	
TUBG2	-0.0600961	0.104523	
PPIB	0.760188	0.296159	
WARS	0.412572	0.553058	
RPS3	-0.0896308	0.197581	
JAK1	-0.0298335	0.0224348	
AHCY	-0.131259	0.22219	
CFL1	0.550433	1.22236	
EIF4B	0.609363	0.538382	
ATP2B4	0.897951	0.390724	
RRM1	-0.193825	0.586113	
CHM	-0.179626	0.245068	
NR2F2	0.173656	0.25403	
EEF1B2	-0.279263	0.395794	
POLR2A	-0.237446	0.580802	
CDK2	-0.0440318	0.0865294	
MCM3	-0.147476	0.674281	
AZGP1	-0.114745	0.150927	
RPS12	0.0375532	0.0251352	
BRD2	-0.68226	0.486499	
YY1	0.865974	0.372481	
DNAJB1	-0.230256	0.788961	
DNAJB2	0.0516224	0.112198	
ATP5A1	0.0983181	0.0455307	
PSMA1	-0.107637	0.245729	
PSMA2	-0.131725	0.0742009	
PSMA3	-0.126698	0.131992	
PSMA4	-0.157445	0.217496	
DDX6	0.12824	0.573129	
CTNNA2	0.162755	0.0911125	
DNMT1	-0.485426	0.418545	
HMGB2	0.0806847	0.0446248	
PTBP1	0.593463	0.465289	
TARS	-0.10127	0.429676	
VARS	-0.402921	0.460208	
EEF1G	0.172669	0.469666	
FKBP2	-0.483313	0.234728	
YWHAQ	-0.212786	1.12639	
MARK3	-0.273877	0.201286	
APEX1	0.198631	0.250422	
DCK	-0.188538	0.045439	
CAD	-0.484147	0.208087	
CALR	0.0193144	0.0119113	
MAP4	-0.326483	1.11462	
CANX	-0.0463791	0.0677007	
PIK3R1	0.144256	0.136336	
PSMA5	-0.099844	0.237734	
PSMB6	0.909405	0.435716	
POLD1	-0.0198402	0.0372596	
SMARCA1	0.242692	0.298908	
MAPK1	-0.279861	0.587741	
LAP3	0.0764389	0.0330629	
GTF2E2	0.00594076	0.00295129	
EPHA2	-0.0599168	0.0584154	
TKT	-0.0217609	0.0388235	
SERPINB3	0.776803	0.403008	
PML	0.396212	0.501629	
EEF1D	-0.0911624	0.27328	
GNA11	-0.0408961	0.0421536	
ERP29	0.87152	0.407974	
PRDX6	-0.189568	0.473765	
RPL12	0.63329	0.348553	
CMPK1	0.988649	0.996064	
PEBP1	0.165586	0.668081	
PDIA3	0.0752996	0.0860562	
PPP2R1A	-0.030084	0.0517873	
CDC27	-0.504979	0.595103	
ADSS	-0.00862249	0.0154375	
LRPAP1	-0.141567	0.0469744	
ADSL	-0.0404472	0.0668307	
CLIP1	-0.277326	0.831078	
SLC7A1	0.0848503	0.146305	
POLR2B	-0.0550518	0.0233266	
GDI1	0.283113	0.610737	
MAT2A	0.570021	0.577433	
PRKAR1B	-0.51616	0.494216	
RRM2	-0.17759	0.101031	
DNAJA1	0.193744	0.234423	
ATIC	0.0215759	0.0961157	
HNRNPH3	-0.385667	0.256259	
HNRNPH1	0.0976384	0.106282	
CASP14	0.10598	0.253631	
YWHAB	0.197332	0.336896	
STIP1	0.039217	0.128843	
S100A11	0.428846	0.262575	
PRDX2	-0.0699399	0.090461	
ARRB2	-0.654201	0.753448	
GK3P	-0.416209	0.682948	
SLC8A1	0.671431	0.261471	
GTF2H1	0.84867	0.514902	
CTH	-0.499692	0.359803	
RPL9	-0.722785	0.709255	
ACSL1	-0.512812	0.30104	
KIF5B	0.057169	0.157997	
DUT	-0.856297	0.404334	
MCM4	0.150628	0.389203	
SHMT1	0.925503	0.992803	
HSPA4	0.122141	0.245225	
CA8	0.66852	0.695111	
CTNNA1	-0.0534554	0.0535662	
CTNNB1	-0.103066	0.287046	
NF2	0.131487	0.314047	
RPA3	0.906971	0.570952	
RFC4	-0.0380891	0.110041	
RFC2	-0.190484	0.460672	
RFC1	0.269136	0.709999	
GTF2F1	-0.650283	0.642861	
HOXD13	0.996563	0.541632	
CBS	-0.388673	0.251138	
AGL	-0.302034	0.338726	
MYH9	-0.208618	0.365491	
MYH10	-0.086839	0.326265	
COPB2	-0.310618	0.394855	
BSG	-0.122616	0.101228	
DEK	0.528599	0.572581	
PSMC2	0.132331	0.155649	
ARL2	0.731112	0.245767	
TRIM23	0.037316	0.0415906	
ATP6V1E1	0.0995261	0.0229229	
RPL4	-0.233119	0.225857	
PGM1	0.0929038	0.0931425	
PPP1CC	-0.418046	0.373363	
NUP62	-0.242667	0.224394	
FDFT1	-0.886054	0.383219	
TAGLN2	-0.504063	0.451333	
TALDO1	-0.0936604	0.211737	
RBMX	0.151854	0.515469	
ATP6V1A	0.170993	0.276424	
EIF4A3	0.0933202	0.121514	
DDOST	0.120201	0.215454	
ANP32A	-0.0860538	0.348078	
FEN1	-0.154492	0.524808	
TXLNA	0.297838	0.48706	
CCT6A	-0.236308	0.450408	
STAT3	-0.239059	0.620042	
PEX19	0.867119	0.606991	
MDH1	-0.157337	0.187125	
EIF2S3	-0.118459	0.146494	
CETN2	0.215249	0.141886	
NAA10	-0.742573	0.596108	
KDM5C	-0.0966721	0.243891	
GARS	0.371008	0.768472	
IARS	-0.186172	0.55198	
SLC19A1	-0.321795	0.184635	
PRKCI	-0.946454	1.02354	
STAT1	0.015824	0.0248598	
SKIV2L2	0.115274	0.403231	
PI4KA	-0.388475	0.361317	
EPS15	-0.356651	0.672339	
CASP3	-0.213984	0.0940141	
CASP2	0.383892	0.224633	
NCAPD3	-0.0121873	0.0137639	
RPL35	0.963973	0.524938	
HTT	0.87371	0.1077	
SLC1A3	-0.300055	0.510461	
SLC1A4	0.187685	0.184623	
PAFAH1B1	-0.0737534	0.0221516	
MATR3	0.355724	0.474379	
MSH2	0.186233	0.352566	
GRK6	-0.892972	0.306745	
SSR1	-0.588801	0.136579	
PTPN9	0.303298	0.356785	
NAMPT	-0.561625	0.244253	
PSMC4	0.234318	0.232736	
VDAC2	-0.586977	0.507899	
USP5	-0.0759544	0.246162	
RANGAP1	-0.226818	1.02006	
RECQL	-0.0546538	0.061987	
BAG6	-0.2277	1.02925	
NSF	0.208441	0.444865	
BRCC3	-0.32055	0.593402	
RPL5	-0.377717	0.278953	
RPS9	-0.756651	0.513041	
RPS10	-0.276206	0.657988	
MAP1B	0.0440394	0.0683923	
UTRN	-0.181231	0.372879	
STT3A	-0.849621	0.280368	
PLA2G4A	-0.544107	0.316565	
CAPZA2	0.720907	0.557664	
CAPZB	-0.255922	0.438023	
QARS	0.0370757	0.0604707	
LGALS7	0.301274	0.32594	
ARCN1	-0.719388	1.0999	
LSS	0.318813	0.474371	
PSMD8	-0.431394	0.984447	
GSS	0.630938	0.159001	
CCT5	-0.0185172	0.036667	
CSNK1A1	-0.215075	0.13353	
PITPNB	-0.0330245	0.111248	
POLD2	0.184982	0.0945614	
ALDH9A1	-0.289459	0.384259	
LMAN1	0.0344334	0.0334798	
NASP	0.0543709	0.057074	
FASN	-0.152645	0.076521	
FNTA	-0.415089	0.26978	
DHPS	-0.357772	0.22864	
CCT3	-0.110673	0.18527	
ARRB1	-0.788616	0.4213	
ALDH7A1	-0.17753	0.289009	
CDC34	0.411819	0.711982	
CENPF	-0.293719	0.51507	
SRP9	0.540489	0.326237	
UBE2A	0.0747064	0.110176	
AARS	0.00661405	0.0072538	
CARS	0.108641	0.560642	
SARS	-0.44445	1.20548	
PPM1F	0.567129	0.416549	
PRIM1	0.0561924	0.0917437	
PRIM2	-0.1273	0.24595	
CSNK1E	-0.236674	0.0814301	
PSMB3	-0.230707	0.0825561	
PSMB2	0.230192	0.154469	
MCM2	-0.0608966	0.14436	
YLPM1	-0.0747528	0.0588252	
VPS41	-0.662372	0.241582	
TMED10	-0.198713	0.0992167	
RBM25	-0.618495	0.601643	
EIF2B2	0.412135	0.197772	
NUP153	-0.120395	0.0889068	
RANBP2	-0.121527	0.0964573	
GSK3A	-0.610937	0.750611	
GSK3B	0.0294062	0.0444218	
GMPS	-0.148705	0.812456	
LIG3	-0.20274	1.18617	
MRE11A	0.482554	0.97118	
GNAQ	-0.113551	0.100458	
GDI2	0.0847562	0.152378	
EMD	-0.0198949	0.0417227	
SERPINH1	0.0825437	0.0661323	
ST13	0.0506516	0.0590082	
PEX5	0.334314	0.974281	
DNM2	-0.578306	0.300142	
METAP2	-0.541364	0.774007	
HLCS	-0.800107	0.875383	
KNTC1	-0.341125	1.02702	
CDK9	-0.217225	0.171177	
LRBA	-0.237813	0.881779	
RPL14	0.416301	0.123697	
CCT4	-0.268996	0.916679	
ANXA11	0.350229	1.20505	
PAPOLA	-0.394368	0.800149	
FXR1	0.352023	0.407584	
FXR2	0.209975	0.148122	
RAB5C	0.437997	0.985004	
RAB7A	0.0794156	0.311885	
RAB9B	-0.0910454	0.0618118	
RAB13	0.337722	0.176913	
DNA2	-0.356763	0.276169	
SMARCA4	-0.0172068	0.0253771	
SSR4	0.235827	0.293047	
BCAP31	-0.179022	0.482333	
HCFC1	0.0197754	0.066338	
ALDH3A2	-0.130681	0.294842	
PSMD7	-0.199975	0.254065	
VAMP7	0.199455	0.375198	
RPS6KA3	0.169472	0.600824	
AFF1	-0.848228	0.340119	
UBE2E1	0.0337976	0.0394726	
HNRNPA3	0.183577	0.348503	
PGD	-0.078764	0.217586	
HNRNPM	0.182816	1.21244	
KPNA2	-0.269719	0.546116	
KPNA1	-0.0815156	0.0335195	
RAP1GDS1	-0.13398	0.169891	
POLR2H	-0.30438	0.19612	
MAP2K6	0.0813828	0.0604529	
ARHGDIA	-0.0476023	0.0636786	
SLC7A2	-0.471035	0.261606	
HNRNPF	0.513138	0.340416	
STAT2	0.283652	0.638503	
MSH6	-0.0185165	0.0421456	
KIF11	-0.0588226	0.34217	
HK2	0.259338	0.417496	
THOP1	0.311925	1.12473	
CAPZA1	-0.0355225	0.0515574	
NUP98	0.381502	0.355135	
PPP5C	0.789855	0.447527	
ARFIP1	0.334857	0.192764	
ACLY	-0.474353	1.27414	
COPB1	-0.192544	0.296473	
COPA	-0.248793	0.190635	
AP2S1	-0.0900103	0.157179	
PLA2G16	-0.365302	0.610147	
SLC16A1	0.735984	0.755972	
SEC24C	-0.286489	0.20693	
RARS	-0.0430266	0.056435	
ATXN3	-0.0619729	0.287328	
YARS	-0.462132	0.840666	
PRKAG1	-0.898838	0.501371	
HSPA2	-0.357004	0.109975	
ATP1B3	-0.0379244	0.0484217	
RAD23A	-0.277704	0.324788	
RAD23B	0.0107371	0.0122846	
AK2	0.00971985	0.0268113	
NAPA	-0.437417	0.70187	
EIF5	0.518981	0.605878	
SLC12A2	-0.188997	0.291202	
PSMD4	-0.246877	0.302336	
DRG2	-0.192701	0.588819	
CSE1L	-0.176391	0.548005	
VCP	0.0698236	0.165453	
NAP1L1	0.311626	0.750775	
ADK	0.126149	0.189696	
TPD52	0.0804405	0.195576	
SEC13	0.663602	0.28693	
NPEPPS	0.20958	0.53239	
EIF3B	0.178314	0.263929	
RRP1	0.241789	0.158483	
MARS	-0.127136	0.270981	
EIF6	-0.200362	0.525904	
CTBP2	0.250847	0.431764	
C21orf59	0.275208	0.505518	
TMEM33	0.394095	0.292762	
GEMIN4	0.195667	0.0411409	
NUP107	0.0407887	0.0707764	
SESN2	0.499958	0.322934	
EPPK1	-0.404339	0.25929	
ANTXR2	0.545326	0.23672	
MTPN	0.273812	0.0884639	
TPI1	-0.157545	0.418115	
EIF3E	-0.146257	0.163355	
PPP4C	0.356281	0.339344	
MYL6	-0.94471	0.260584	
EIF4A1	-0.105571	0.260004	
RPS20	-0.376003	0.755454	
PRPS1	0.281844	0.822354	
PSMA6	0.0491015	0.12687	
S100A10	-0.0751521	0.0559347	
CDC42	0.0951996	0.0670455	
SRP54	0.42849	0.924792	
RAB2A	0.502773	0.372535	
RAB10	0.542026	0.227352	
UBE2D3	0.245115	0.221751	
UBE2K	0.159454	0.832148	
UBE2N	0.0165418	0.0286618	
ACTR3	0.255907	0.321775	
ACTR2	0.224348	0.383783	
ACTR1A	-0.364729	1.11572	
COPS2	0.315419	0.556917	
ABCE1	-0.152545	0.221322	
RPS3A	0.453844	1.2349	
PSME3	0.00438881	0.0113147	
RPL15	0.174753	0.0830107	
ATP6V0D1	0.0588055	0.0391763	
PCBD1	0.536505	0.33672	
VBP1	0.121412	0.142909	
COPZ1	-0.367816	0.665892	
SUMO2	-0.348657	0.56586	
NUTF2	0.538805	0.371518	
HNRNPK	0.0493501	0.0525152	
YWHAG	0.192837	0.428191	
PPP1CA	0.416804	0.883186	
PSMC1	0.199312	0.318007	
PSMC5	0.215334	0.331119	
RPS8	0.478434	0.90118	
RPS16	-0.238902	0.27429	
UBE2G1	0.295062	0.339998	
UBE2H	0.638864	0.306195	
YWHAE	-0.126071	0.37252	
SNRPD1	-0.332198	0.226885	
SNRPD2	0.290839	0.213771	
SNRPD3	0.161686	0.033247	
PSMC6	-0.02893	0.0978453	
RPL7A	0.476138	0.241872	
RAB11A	-0.321747	0.647174	
ETF1	-0.0222435	0.0387163	
PPP2CA	-0.611397	0.986597	
RPL23A	0.536304	0.519615	
RPS6	0.777936	0.959485	
HIST1H4A	0.047582	0.037587	
RAB1A	-0.0281766	0.0508966	
RAN	-0.133425	0.358128	
UBE2D2	-0.0966899	0.100356	
RPS25	0.327266	0.559944	
RPL30	0.161081	0.164223	
RPL10A	0.126457	0.164875	
RPL8	0.879323	0.356276	
PPIA	0.199053	0.301626	
GRB2	0.252054	0.349505	
RAC1	0.511959	0.563644	
AP2B1	-0.039416	0.0425094	
GNAS	0.311516	0.451467	
GNAI1	0.340403	0.631715	
SUMO1	0.0901241	0.152574	
SKP1	0.314468	0.326959	
EIF5A	0.641822	1.17623	
GNB2L1	0.204962	0.458229	
ACTG1	0.0340748	0.0779096	
TPM4	-0.163589	0.136902	
EEF1A1P5	0.141946	0.787854	
TUBB4B	0.230165	0.314291	
CSNK2A1	-0.0706418	0.155692	
PAFAH1B2	-0.889795	0.42908	
HIST2H3A	0.636756	0.146843	
NOMO3	0.13833	0.14235	
CXADR	-0.950708	0.523836	
IGBP1	-0.877893	0.461686	
PSPH	-0.188364	0.464884	
EIF4G2	-0.201996	0.362837	
RPP30	-0.105955	0.105745	
GTF2I	0.128355	0.0963029	
CCT2	-0.392153	1.21842	
PRAME	0.811158	0.41096	
RAE1	-0.240452	0.0703713	
GSTO1	-0.279454	0.849707	
PRKDC	-0.26965	0.171826	
ADAM17	0.397385	0.218229	
DCD	0.251221	0.382393	
TMF1	-0.574837	0.41414	
HMGN5	-0.895815	0.296422	
SARNP	-0.440409	0.295072	
COG7	0.0394096	0.0380494	
RPL24	-0.247707	0.30516	
CBX1	-0.0242494	0.0312938	
RPL19	0.421115	0.206247	
ARHGAP8	-0.718119	1.29875	
CCZ1	-0.902391	0.841693	
DGCR2	-0.638892	0.238953	
XIAP	-0.0947138	0.102915	
EFNB1	-0.786814	0.452248	
PITPNA	-0.354266	0.805408	
HDLBP	-0.214732	0.279958	
CDK5	-0.243432	0.612719	
FKBP3	-0.0879745	0.139046	
HNRNPU	0.354362	0.731279	
MDM2	-0.817909	0.680404	
U2AF1L4	-0.971356	1.25155	
SPTBN1	-0.290506	0.571597	
TIAL1	0.545951	0.878919	
CAP1	-0.170722	0.141732	
HMGCS1	-0.571555	0.300469	
SLC7A5	0.431917	0.2971	
EXOSC10	0.0523129	0.117083	
PFKP	0.253574	1.02486	
SATB2	-0.580537	0.325641	
OCRL	-0.531555	0.287081	
PLCB3	-0.325362	0.196395	
ROR2	0.439414	0.150633	
GUCY1B3	0.213208	0.313194	
CENPE	-0.661142	1.22282	
KIF23	0.418495	0.510283	
SEMG2	-0.539843	0.275149	
DSG1	-0.179508	0.144867	
MAP2K1	-0.321608	0.692468	
PLOD1	0.00770378	0.00433802	
NUCB1	0.713361	0.441272	
RPL6	0.360263	0.536901	
TOP2B	-0.0226034	0.0354731	
AKAP12	-0.263145	0.652843	
DST	-0.0544504	0.276754	
LMNB2	0.10114	0.11683	
RELA	-0.482092	0.386949	
GBE1	0.423028	0.503872	
EIF4G1	-0.147743	1.03628	
GLO1	0.279579	0.210782	
YWHAH	0.00878143	0.00980406	
UBE3A	-0.133131	0.440871	
EEF1A2	0.536578	0.331468	
PRKCD	0.267202	0.688976	
CALD1	-0.479994	0.857627	
CTDSPL2	0.959855	1.08851	
PTPN11	0.748956	1.11413	
PPAT	-0.381688	0.643096	
EXOSC9	-0.0338186	0.012533	
PSME1	-0.145974	0.571927	
TYRO3	-0.669505	0.308359	
APLP2	0.626568	0.389772	
FMR1	-0.0712287	0.0856777	
PRDX1	-0.0401211	0.134989	
RPL18	0.00845655	0.00420916	
CKAP4	0.464109	1.00267	
TJP1	-0.150045	0.327432	
SPAG1	-0.648282	1.19535	
BAX	-0.276635	0.255164	
POLE	-0.680991	0.24302	
KLC1	-0.558708	0.356862	
SRSF1	0.014555	0.037946	
ARHGAP1	-0.00873439	0.0277216	
TGM3	0.106912	0.117739	
PPP3CA	-0.0500285	0.128825	
DHX9	0.133961	0.156212	
GOLGA3	-0.23262	0.294717	
DSC1	-0.105511	0.11717	
PPID	-0.212839	0.881801	
SSRP1	0.344531	0.683703	
VAC14	0.390557	0.779985	
NSUN2	0.018404	0.0252028	
NCBP1	0.132198	0.167558	
FCHO2	-0.444953	0.238249	
HSPA14	-0.080506	0.0615457	
SCRN3	-0.0353463	0.0730454	
AP1B1	-0.0966549	0.0975364	
PMPCA	-0.506578	0.751514	
KIF1A	-0.179392	0.108687	
SCRN1	0.324162	0.308508	
KIAA0196	-0.864555	1.02144	
NUP160	0.0324834	0.0287151	
GTF3C1	0.238403	0.10598	
TFCP2	-0.153849	0.214839	
STX4	0.138659	0.69128	
MERTK	-0.694513	0.461578	
TP53BP1	0.135205	0.757616	
TRIM26	-0.0798194	0.120731	
AIMP1	-0.244949	0.397711	
ILF2	0.320126	0.576984	
TRAF2	-0.0852655	0.0519134	
ANK3	-0.237414	0.0862844	
DLG1	0.291372	0.202566	
ARHGAP5	-0.439334	0.250739	
STRN3	0.194681	0.166955	
CDC16	-0.611203	0.450473	
STK4	-0.17837	0.178418	
FLII	-0.762862	0.483899	
TRIM32	-0.389442	0.986065	
GPS1	-0.12588	0.317797	
CHAF1A	-0.0801233	0.0498856	
CHAF1B	-0.0362282	0.0174429	
IK	-0.0174459	0.0295002	
MTAP	0.416238	0.653774	
PPFIA1	0.0487277	0.0401582	
CALCOCO2	-0.862907	0.549734	
EIF2B5	-0.623084	0.312977	
TARDBP	0.644011	0.729478	
HNRNPA0	-0.791653	0.383281	
PRDX4	-0.0215689	0.0180574	
MAPK7	-0.423827	0.331065	
PAK2	-0.353331	0.170012	
PSMD2	0.0228704	0.0494175	
DDX10	0.131493	0.0681054	
DNAJC3	0.266612	0.279752	
MAP3K1	0.0144094	0.0138724	
SRSF9	-0.0202821	0.185535	
TRIM28	-0.0855687	0.117873	
STX3	-0.141778	0.173491	
G3BP1	-0.231019	0.397609	
PTK7	0.0860291	0.0769853	
SKP2	-0.149692	0.0598452	
PABPC4	0.205908	0.784139	
EIF3I	0.473347	0.74908	
PPP2R5C	-0.980125	1.28245	
CTBP1	0.469789	0.320469	
PDCL	-0.215732	0.47187	
TARBP1	0.411397	0.417069	
UBE2V2	0.130943	0.0871498	
DYNC1I2	0.337955	0.673709	
ORC2	0.745874	0.481843	
SNTB2	-0.0800412	0.0937821	
XRCC4	-0.342728	0.232962	
SF3B2	-0.228856	0.353614	
GOLGA4	-0.166657	0.863758	
FKBP5	0.0396964	0.0532825	
ROCK1	-0.350297	0.602044	
PICALM	0.247283	1.18132	
MTM1	-0.30003	0.239557	
SQSTM1	0.628612	0.249187	
MED21	0.240845	0.39555	
MTX1	-0.259549	0.934402	
TUBB3	-0.554826	0.295846	
ATR	0.898937	0.318407	
RIPK1	-0.264041	0.260853	
HDAC1	-0.509626	0.798695	
CAMK2G	-0.625449	0.304601	
DCTN2	-0.133864	0.176741	
NAE1	-0.670075	0.383148	
ITPK1	0.889022	1.26513	
SNW1	-0.0762259	0.0634158	
IQGAP2	0.181433	0.232982	
STIM1	-0.219495	0.0735459	
SNX1	0.254062	0.554121	
KRR1	-0.8856	0.635428	
CUL1	-0.115986	0.179805	
CUL2	-0.107756	0.122117	
CUL3	-0.0989367	0.0971052	
CUL4B	0.247911	0.336306	
TP53BP2	-0.140266	0.300428	
TPBG	0.18433	0.0680718	
FHL1	-0.218253	0.115905	
PMS2P11	0.625611	0.580631	
ACVR2B	0.0737546	0.0864331	
SPTAN1	-0.353362	1.07555	
PKP1	-0.458218	0.243314	
DDX39B	0.116326	0.687497	
BMPR2	-0.0642115	0.22601	
TUBB2B	-0.0565904	0.0196636	
GTF2H2C	-0.590505	0.265186	
BYSL	-0.157921	0.232359	
IDI1	-0.22695	0.546218	
CUX1	-0.0788027	0.0783899	
PRKG1	0.910053	0.285265	
CKAP5	-0.198826	0.413996	
HNRNPD	0.0541693	0.118658	
DSG2	-0.0955537	0.230994	
UBE4A	0.0414143	0.0829932	
KEAP1	0.254911	0.14958	
MORC3	-0.012317	0.0180729	
EIF3A	-0.264254	0.497314	
ARHGEF7	0.322879	0.93181	
EFR3A	-0.221231	0.288881	
UBAP2L	-0.156591	0.287103	
SCRIB	-0.155689	0.146928	
MPP2	-0.154299	0.242814	
POLA2	0.606214	0.713715	
ZMYM3	-0.0544268	0.0399669	
DYNC1H1	-0.247222	0.237112	
EIF2B1	-0.0222009	0.0663958	
CTTN	0.423486	0.268319	
FLOT2	0.0271257	0.0689606	
RCN2	0.142391	0.341569	
TRIM25	-0.0470123	0.0296153	
FAM50A	0.40429	0.431794	
GNA13	0.084891	0.123252	
CAPRIN1	-0.465792	0.557757	
NFE2L1	-0.0983302	0.0444806	
RBM39	0.3174	0.137275	
SQLE	0.569323	0.244014	
MCM6	0.183112	0.435434	
DSC3	-0.143164	0.0465704	
NBR1	-0.697422	0.802639	
PLS1	0.393487	0.880037	
LAGE3	0.364283	0.640904	
TRIP12	-0.21539	0.377291	
PUM1	0.0792878	0.169801	
MDC1	0.00621351	0.0110596	
CLINT1	-0.166625	0.128129	
GANAB	0.0382067	0.102958	
RFTN1	0.597926	0.452029	
